date,model,commits
2026-04-27,Fable 5,4
2026-04-27,Haiku 4.5,4488
2026-04-27,Opus 4.5,1278
2026-04-27,Opus 4.6,36005
2026-04-27,Opus 4.7,221092
2026-04-27,Opus 4.8,21
2026-04-27,Opus 5,5
2026-04-27,Sonnet 4.5,1637
2026-04-27,Sonnet 4.6,136259
2026-04-27,Sonnet 5,1
2026-04-27,Unnamed,7430
2026-04-28,Fable 5,1
2026-04-28,Haiku 4.5,3891
2026-04-28,Opus 4.5,1129
2026-04-28,Opus 4.6,31468
2026-04-28,Opus 4.7,219792
2026-04-28,Opus 4.8,26
2026-04-28,Opus 5,5
2026-04-28,Sonnet 4.5,1665
2026-04-28,Sonnet 4.6,129862
2026-04-28,Unnamed,7419
2026-04-29,Fable 5,2
2026-04-29,Haiku 4.5,3694
2026-04-29,Opus 4.5,1402
2026-04-29,Opus 4.6,33169
2026-04-29,Opus 4.7,221677
2026-04-29,Opus 4.8,22
2026-04-29,Opus 5,2
2026-04-29,Sonnet 4.5,1610
2026-04-29,Sonnet 4.6,130945
2026-04-29,Sonnet 5,12
2026-04-29,Unnamed,7567
2026-04-30,Fable 5,2
2026-04-30,Haiku 4.5,3661
2026-04-30,Opus 4.5,959
2026-04-30,Opus 4.6,32599
2026-04-30,Opus 4.7,205099
2026-04-30,Opus 4.8,21
2026-04-30,Opus 5,4
2026-04-30,Sonnet 4.5,1890
2026-04-30,Sonnet 4.6,123397
2026-04-30,Sonnet 5,1
2026-04-30,Unnamed,6403
2026-05-01,Haiku 4.5,2883
2026-05-01,Opus 4.5,964
2026-05-01,Opus 4.6,25660
2026-05-01,Opus 4.7,189385
2026-05-01,Opus 4.8,28
2026-05-01,Opus 5,2
2026-05-01,Sonnet 4.5,1558
2026-05-01,Sonnet 4.6,111820
2026-05-01,Sonnet 5,1
2026-05-01,Unnamed,6488
2026-05-02,Fable 5,1
2026-05-02,Haiku 4.5,2877
2026-05-02,Opus 4.5,796
2026-05-02,Opus 4.6,21079
2026-05-02,Opus 4.7,187739
2026-05-02,Opus 4.8,18
2026-05-02,Sonnet 4.5,1100
2026-05-02,Sonnet 4.6,104906
2026-05-02,Unnamed,5397
2026-05-03,Fable 5,1
2026-05-03,Haiku 4.5,3322
2026-05-03,Opus 4.5,847
2026-05-03,Opus 4.6,23142
2026-05-03,Opus 4.7,194376
2026-05-03,Opus 4.8,22
2026-05-03,Opus 5,8
2026-05-03,Sonnet 4.5,1406
2026-05-03,Sonnet 4.6,109366
2026-05-03,Sonnet 5,3
2026-05-03,Unnamed,6239
2026-05-04,Fable 5,1
2026-05-04,Haiku 4.5,3979
2026-05-04,Opus 4.5,935
2026-05-04,Opus 4.6,28851
2026-05-04,Opus 4.7,227379
2026-05-04,Opus 4.8,20
2026-05-04,Opus 5,9
2026-05-04,Sonnet 4.5,1743
2026-05-04,Sonnet 4.6,125352
2026-05-04,Sonnet 5,1
2026-05-04,Unnamed,7792
2026-05-05,Fable 5,2
2026-05-05,Haiku 4.5,3752
2026-05-05,Opus 4.5,972
2026-05-05,Opus 4.6,27345
2026-05-05,Opus 4.7,224359
2026-05-05,Opus 4.8,25
2026-05-05,Opus 5,10
2026-05-05,Sonnet 4.5,1673
2026-05-05,Sonnet 4.6,130188
2026-05-05,Sonnet 5,1
2026-05-05,Unnamed,6725
2026-05-06,Haiku 4.5,3860
2026-05-06,Opus 4.5,1179
2026-05-06,Opus 4.6,27758
2026-05-06,Opus 4.7,234304
2026-05-06,Opus 4.8,34
2026-05-06,Opus 5,5
2026-05-06,Sonnet 4.5,2002
2026-05-06,Sonnet 4.6,136101
2026-05-06,Unnamed,7002
2026-05-07,Haiku 4.5,3749
2026-05-07,Opus 4.5,1297
2026-05-07,Opus 4.6,30410
2026-05-07,Opus 4.7,249352
2026-05-07,Opus 4.8,25
2026-05-07,Opus 5,6
2026-05-07,Sonnet 4.5,2027
2026-05-07,Sonnet 4.6,150123
2026-05-07,Sonnet 5,2
2026-05-07,Unnamed,7894
2026-05-08,Fable 5,2
2026-05-08,Haiku 4.5,3858
2026-05-08,Opus 4.5,1021
2026-05-08,Opus 4.6,29235
2026-05-08,Opus 4.7,236917
2026-05-08,Opus 4.8,30
2026-05-08,Opus 5,7
2026-05-08,Sonnet 4.5,1912
2026-05-08,Sonnet 4.6,142924
2026-05-08,Sonnet 5,1
2026-05-08,Unnamed,8879
2026-05-09,Fable 5,1
2026-05-09,Haiku 4.5,2967
2026-05-09,Opus 4.5,994
2026-05-09,Opus 4.6,23012
2026-05-09,Opus 4.7,218989
2026-05-09,Opus 4.8,24
2026-05-09,Opus 5,5
2026-05-09,Sonnet 4.5,1402
2026-05-09,Sonnet 4.6,124933
2026-05-09,Sonnet 5,1
2026-05-09,Unnamed,8798
2026-05-10,Haiku 4.5,3031
2026-05-10,Opus 4.5,807
2026-05-10,Opus 4.6,21649
2026-05-10,Opus 4.7,219915
2026-05-10,Opus 4.8,22
2026-05-10,Opus 5,1
2026-05-10,Sonnet 4.5,1363
2026-05-10,Sonnet 4.6,121800
2026-05-10,Unnamed,8518
2026-05-11,Haiku 4.5,3390
2026-05-11,Opus 4.5,1188
2026-05-11,Opus 4.6,28685
2026-05-11,Opus 4.7,257308
2026-05-11,Opus 4.8,21
2026-05-11,Opus 5,5
2026-05-11,Sonnet 4.5,2263
2026-05-11,Sonnet 4.6,147171
2026-05-11,Sonnet 5,3
2026-05-11,Unnamed,9394
2026-05-12,Fable 5,1
2026-05-12,Haiku 4.5,3525
2026-05-12,Opus 4.5,1053
2026-05-12,Opus 4.6,27609
2026-05-12,Opus 4.7,265743
2026-05-12,Opus 4.8,31
2026-05-12,Opus 5,9
2026-05-12,Sonnet 4.5,1765
2026-05-12,Sonnet 4.6,149471
2026-05-12,Unnamed,9747
2026-05-13,Fable 5,1
2026-05-13,Haiku 4.5,3647
2026-05-13,Opus 4.5,935
2026-05-13,Opus 4.6,26510
2026-05-13,Opus 4.7,267401
2026-05-13,Opus 4.8,37
2026-05-13,Opus 5,8
2026-05-13,Sonnet 4.5,1711
2026-05-13,Sonnet 4.6,149823
2026-05-13,Unnamed,9610
2026-05-14,Fable 5,1
2026-05-14,Haiku 4.5,3608
2026-05-14,Opus 4.5,1104
2026-05-14,Opus 4.6,25088
2026-05-14,Opus 4.7,266079
2026-05-14,Opus 4.8,28
2026-05-14,Opus 5,7
2026-05-14,Sonnet 4.5,1820
2026-05-14,Sonnet 4.6,169450
2026-05-14,Sonnet 5,2
2026-05-14,Unnamed,10998
2026-05-15,Fable 5,7
2026-05-15,Haiku 4.5,3243
2026-05-15,Opus 4.5,790
2026-05-15,Opus 4.6,24648
2026-05-15,Opus 4.7,254041
2026-05-15,Opus 4.8,27
2026-05-15,Opus 5,2
2026-05-15,Sonnet 4.5,1985
2026-05-15,Sonnet 4.6,166103
2026-05-15,Sonnet 5,2
2026-05-15,Unnamed,9345
2026-05-16,Haiku 4.5,3353
2026-05-16,Opus 4.5,711
2026-05-16,Opus 4.6,19860
2026-05-16,Opus 4.7,239543
2026-05-16,Opus 4.8,35
2026-05-16,Opus 5,3
2026-05-16,Sonnet 4.5,1290
2026-05-16,Sonnet 4.6,144966
2026-05-16,Unnamed,8936
2026-05-17,Haiku 4.5,3945
2026-05-17,Opus 4.5,737
2026-05-17,Opus 4.6,19707
2026-05-17,Opus 4.7,259089
2026-05-17,Opus 4.8,29
2026-05-17,Opus 5,2
2026-05-17,Sonnet 4.5,1430
2026-05-17,Sonnet 4.6,155272
2026-05-17,Unnamed,8370
2026-05-18,Fable 5,3
2026-05-18,Haiku 4.5,3949
2026-05-18,Opus 4.5,749
2026-05-18,Opus 4.6,25161
2026-05-18,Opus 4.7,289644
2026-05-18,Opus 4.8,33
2026-05-18,Opus 5,5
2026-05-18,Sonnet 4.5,2026
2026-05-18,Sonnet 4.6,175626
2026-05-18,Unnamed,9919
2026-05-19,Fable 5,6
2026-05-19,Haiku 4.5,3609
2026-05-19,Opus 4.5,786
2026-05-19,Opus 4.6,26116
2026-05-19,Opus 4.7,297469
2026-05-19,Opus 4.8,37
2026-05-19,Opus 5,2
2026-05-19,Sonnet 4.5,2476
2026-05-19,Sonnet 4.6,179495
2026-05-19,Unnamed,9634
2026-05-20,Fable 5,3
2026-05-20,Haiku 4.5,3187
2026-05-20,Opus 4.5,1039
2026-05-20,Opus 4.6,24774
2026-05-20,Opus 4.7,284158
2026-05-20,Opus 4.8,39
2026-05-20,Opus 5,4
2026-05-20,Sonnet 4.5,2340
2026-05-20,Sonnet 4.6,174588
2026-05-20,Sonnet 5,1
2026-05-20,Unnamed,9870
2026-05-21,Fable 5,2
2026-05-21,Haiku 4.5,3619
2026-05-21,Opus 4.5,782
2026-05-21,Opus 4.6,23573
2026-05-21,Opus 4.7,276508
2026-05-21,Opus 4.8,40
2026-05-21,Opus 5,8
2026-05-21,Sonnet 4.5,2266
2026-05-21,Sonnet 4.6,173346
2026-05-21,Unnamed,8942
2026-05-22,Haiku 4.5,3411
2026-05-22,Opus 4.5,1894
2026-05-22,Opus 4.6,22945
2026-05-22,Opus 4.7,272277
2026-05-22,Opus 4.8,39
2026-05-22,Sonnet 4.5,2389
2026-05-22,Sonnet 4.6,163719
2026-05-22,Sonnet 5,7
2026-05-22,Unnamed,9004
2026-05-23,Fable 5,2
2026-05-23,Haiku 4.5,2900
2026-05-23,Opus 4.5,1659
2026-05-23,Opus 4.6,17616
2026-05-23,Opus 4.7,233839
2026-05-23,Opus 4.8,46
2026-05-23,Sonnet 4.5,1713
2026-05-23,Sonnet 4.6,140365
2026-05-23,Unnamed,7737
2026-05-24,Fable 5,3
2026-05-24,Haiku 4.5,3087
2026-05-24,Opus 4.5,772
2026-05-24,Opus 4.6,17523
2026-05-24,Opus 4.7,240916
2026-05-24,Opus 4.8,118
2026-05-24,Opus 5,3
2026-05-24,Sonnet 4.5,1950
2026-05-24,Sonnet 4.6,144679
2026-05-24,Sonnet 5,1
2026-05-24,Unnamed,8773
2026-05-25,Fable 5,5
2026-05-25,Haiku 4.5,3607
2026-05-25,Opus 4.5,991
2026-05-25,Opus 4.6,21402
2026-05-25,Opus 4.7,273445
2026-05-25,Opus 4.8,37
2026-05-25,Opus 5,4
2026-05-25,Sonnet 4.5,2203
2026-05-25,Sonnet 4.6,172171
2026-05-25,Sonnet 5,1
2026-05-25,Unnamed,9240
2026-05-26,Haiku 4.5,3439
2026-05-26,Opus 4.5,784
2026-05-26,Opus 4.6,22824
2026-05-26,Opus 4.7,289963
2026-05-26,Opus 4.8,43
2026-05-26,Opus 5,5
2026-05-26,Sonnet 4.5,2853
2026-05-26,Sonnet 4.6,178824
2026-05-26,Sonnet 5,3
2026-05-26,Unnamed,9845
2026-05-27,Haiku 4.5,3380
2026-05-27,Opus 4.5,636
2026-05-27,Opus 4.6,22090
2026-05-27,Opus 4.7,300689
2026-05-27,Opus 4.8,35
2026-05-27,Opus 5,4
2026-05-27,Sonnet 4.5,2540
2026-05-27,Sonnet 4.6,179760
2026-05-27,Sonnet 5,1
2026-05-27,Unnamed,9746
2026-05-28,Fable 5,2
2026-05-28,Haiku 4.5,3800
2026-05-28,Opus 4.5,665
2026-05-28,Opus 4.6,22711
2026-05-28,Opus 4.7,280107
2026-05-28,Opus 4.8,18661
2026-05-28,Opus 5,11
2026-05-28,Sonnet 4.5,2513
2026-05-28,Sonnet 4.6,183513
2026-05-28,Sonnet 5,3
2026-05-28,Unnamed,9901
2026-05-29,Haiku 4.5,3340
2026-05-29,Opus 4.5,550
2026-05-29,Opus 4.6,20674
2026-05-29,Opus 4.7,171982
2026-05-29,Opus 4.8,167973
2026-05-29,Opus 5,6
2026-05-29,Sonnet 4.5,2503
2026-05-29,Sonnet 4.6,165341
2026-05-29,Sonnet 5,6
2026-05-29,Unnamed,9992
2026-05-30,Fable 5,1
2026-05-30,Haiku 4.5,3058
2026-05-30,Opus 4.5,458
2026-05-30,Opus 4.6,13616
2026-05-30,Opus 4.7,104671
2026-05-30,Opus 4.8,192421
2026-05-30,Opus 5,2
2026-05-30,Sonnet 4.5,2115
2026-05-30,Sonnet 4.6,134612
2026-05-30,Unnamed,8839
2026-05-31,Haiku 4.5,2693
2026-05-31,Opus 4.5,554
2026-05-31,Opus 4.6,12896
2026-05-31,Opus 4.7,94122
2026-05-31,Opus 4.8,212942
2026-05-31,Opus 5,2
2026-05-31,Sonnet 4.5,1875
2026-05-31,Sonnet 4.6,137219
2026-05-31,Sonnet 5,11
2026-05-31,Unnamed,8715
2026-06-01,Fable 5,1
2026-06-01,Haiku 4.5,3435
2026-06-01,Opus 4.5,622
2026-06-01,Opus 4.6,17455
2026-06-01,Opus 4.7,101141
2026-06-01,Opus 4.8,251795
2026-06-01,Opus 5,4
2026-06-01,Sonnet 4.5,2690
2026-06-01,Sonnet 4.6,159165
2026-06-01,Sonnet 5,3
2026-06-01,Unnamed,11790
2026-06-02,Fable 5,19
2026-06-02,Haiku 4.5,3788
2026-06-02,Opus 4.5,471
2026-06-02,Opus 4.6,17279
2026-06-02,Opus 4.7,91482
2026-06-02,Opus 4.8,285200
2026-06-02,Opus 5,8
2026-06-02,Sonnet 4.5,2794
2026-06-02,Sonnet 4.6,159828
2026-06-02,Sonnet 5,1
2026-06-02,Unnamed,12257
2026-06-03,Fable 5,38
2026-06-03,Haiku 4.5,4142
2026-06-03,Opus 4.5,456
2026-06-03,Opus 4.6,17436
2026-06-03,Opus 4.7,79826
2026-06-03,Opus 4.8,295751
2026-06-03,Opus 5,2
2026-06-03,Sonnet 4.5,3022
2026-06-03,Sonnet 4.6,156875
2026-06-03,Sonnet 5,14
2026-06-03,Unnamed,11629
2026-06-04,Haiku 4.5,5236
2026-06-04,Opus 4.5,481
2026-06-04,Opus 4.6,16489
2026-06-04,Opus 4.7,74282
2026-06-04,Opus 4.8,300504
2026-06-04,Opus 5,5
2026-06-04,Sonnet 4.5,2848
2026-06-04,Sonnet 4.6,153431
2026-06-04,Sonnet 5,18
2026-06-04,Unnamed,11437
2026-06-05,Fable 5,1
2026-06-05,Haiku 4.5,5637
2026-06-05,Opus 4.5,497
2026-06-05,Opus 4.6,15974
2026-06-05,Opus 4.7,62723
2026-06-05,Opus 4.8,287236
2026-06-05,Opus 5,11
2026-06-05,Sonnet 4.5,2604
2026-06-05,Sonnet 4.6,146809
2026-06-05,Sonnet 5,27
2026-06-05,Unnamed,10908
2026-06-06,Fable 5,2
2026-06-06,Haiku 4.5,5112
2026-06-06,Opus 4.5,395
2026-06-06,Opus 4.6,11495
2026-06-06,Opus 4.7,48768
2026-06-06,Opus 4.8,255161
2026-06-06,Opus 5,5
2026-06-06,Sonnet 4.5,1650
2026-06-06,Sonnet 4.6,125579
2026-06-06,Sonnet 5,6
2026-06-06,Unnamed,9720
2026-06-07,Fable 5,21
2026-06-07,Haiku 4.5,5064
2026-06-07,Opus 4.5,445
2026-06-07,Opus 4.6,12136
2026-06-07,Opus 4.7,48833
2026-06-07,Opus 4.8,267623
2026-06-07,Opus 5,6
2026-06-07,Sonnet 4.5,1400
2026-06-07,Sonnet 4.6,125997
2026-06-07,Sonnet 5,11
2026-06-07,Unnamed,9599
2026-06-08,Fable 5,12
2026-06-08,Haiku 4.5,5158
2026-06-08,Opus 4.5,444
2026-06-08,Opus 4.6,17320
2026-06-08,Opus 4.7,55672
2026-06-08,Opus 4.8,300536
2026-06-08,Opus 5,10
2026-06-08,Sonnet 4.5,2031
2026-06-08,Sonnet 4.6,150079
2026-06-08,Unnamed,11613
2026-06-09,Fable 5,24311
2026-06-09,Haiku 4.5,5537
2026-06-09,Opus 4.5,556
2026-06-09,Opus 4.6,18829
2026-06-09,Opus 4.7,54614
2026-06-09,Opus 4.8,306895
2026-06-09,Opus 5,12
2026-06-09,Sonnet 4.5,2199
2026-06-09,Sonnet 4.6,158220
2026-06-09,Sonnet 5,2
2026-06-09,Unnamed,12480
2026-06-10,Fable 5,203171
2026-06-10,Haiku 4.5,5145
2026-06-10,Opus 4.5,535
2026-06-10,Opus 4.6,14034
2026-06-10,Opus 4.7,47646
2026-06-10,Opus 4.8,260604
2026-06-10,Opus 5,2
2026-06-10,Sonnet 4.5,1550
2026-06-10,Sonnet 4.6,143423
2026-06-10,Sonnet 5,12
2026-06-10,Unnamed,15172
2026-06-11,Fable 5,247937
2026-06-11,Haiku 4.5,5046
2026-06-11,Opus 4.5,512
2026-06-11,Opus 4.6,13147
2026-06-11,Opus 4.7,41904
2026-06-11,Opus 4.8,235905
2026-06-11,Opus 5,25
2026-06-11,Sonnet 4.5,1331
2026-06-11,Sonnet 4.6,139919
2026-06-11,Sonnet 5,8
2026-06-11,Unnamed,18971
2026-06-12,Fable 5,245192
2026-06-12,Haiku 4.5,4925
2026-06-12,Opus 4.5,359
2026-06-12,Opus 4.6,11955
2026-06-12,Opus 4.7,38310
2026-06-12,Opus 4.8,215584
2026-06-12,Opus 5,10
2026-06-12,Sonnet 4.5,984
2026-06-12,Sonnet 4.6,132126
2026-06-12,Sonnet 5,5
2026-06-12,Unnamed,20447
2026-06-13,Fable 5,84074
2026-06-13,Haiku 4.5,4389
2026-06-13,Opus 4.5,286
2026-06-13,Opus 4.6,9529
2026-06-13,Opus 4.7,31462
2026-06-13,Opus 4.8,289562
2026-06-13,Opus 5,14
2026-06-13,Sonnet 4.5,498
2026-06-13,Sonnet 4.6,112188
2026-06-13,Sonnet 5,5
2026-06-13,Unnamed,19096
2026-06-14,Fable 5,26797
2026-06-14,Haiku 4.5,3822
2026-06-14,Opus 4.5,410
2026-06-14,Opus 4.6,9595
2026-06-14,Opus 4.7,29914
2026-06-14,Opus 4.8,342556
2026-06-14,Opus 5,8
2026-06-14,Sonnet 4.5,686
2026-06-14,Sonnet 4.6,113028
2026-06-14,Sonnet 5,5
2026-06-14,Unnamed,20118
2026-06-15,Fable 5,22666
2026-06-15,Haiku 4.5,4430
2026-06-15,Opus 4.5,625
2026-06-15,Opus 4.6,12284
2026-06-15,Opus 4.7,36706
2026-06-15,Opus 4.8,381425
2026-06-15,Opus 5,7
2026-06-15,Sonnet 4.5,858
2026-06-15,Sonnet 4.6,132388
2026-06-15,Sonnet 5,2
2026-06-15,Unnamed,20366
2026-06-16,Fable 5,11986
2026-06-16,Haiku 4.5,5142
2026-06-16,Opus 4.5,390
2026-06-16,Opus 4.6,11537
2026-06-16,Opus 4.7,34923
2026-06-16,Opus 4.8,377974
2026-06-16,Opus 5,15
2026-06-16,Sonnet 4.5,909
2026-06-16,Sonnet 4.6,135157
2026-06-16,Sonnet 5,6
2026-06-16,Unnamed,21996
2026-06-17,Fable 5,8034
2026-06-17,Haiku 4.5,5232
2026-06-17,Opus 4.5,510
2026-06-17,Opus 4.6,11357
2026-06-17,Opus 4.7,33574
2026-06-17,Opus 4.8,394765
2026-06-17,Opus 5,20
2026-06-17,Sonnet 4.5,773
2026-06-17,Sonnet 4.6,150430
2026-06-17,Unnamed,22437
2026-06-18,Fable 5,5997
2026-06-18,Haiku 4.5,5074
2026-06-18,Opus 4.5,528
2026-06-18,Opus 4.6,12635
2026-06-18,Opus 4.7,30435
2026-06-18,Opus 4.8,393959
2026-06-18,Opus 5,22
2026-06-18,Sonnet 4.5,701
2026-06-18,Sonnet 4.6,148692
2026-06-18,Sonnet 5,6
2026-06-18,Unnamed,22268
2026-06-19,Fable 5,4613
2026-06-19,Haiku 4.5,4467
2026-06-19,Opus 4.5,371
2026-06-19,Opus 4.6,10485
2026-06-19,Opus 4.7,26931
2026-06-19,Opus 4.8,378952
2026-06-19,Opus 5,16
2026-06-19,Sonnet 4.5,599
2026-06-19,Sonnet 4.6,138907
2026-06-19,Sonnet 5,2
2026-06-19,Unnamed,21454
2026-06-20,Fable 5,3758
2026-06-20,Haiku 4.5,4156
2026-06-20,Opus 4.5,525
2026-06-20,Opus 4.6,9434
2026-06-20,Opus 4.7,22507
2026-06-20,Opus 4.8,369251
2026-06-20,Opus 5,12
2026-06-20,Sonnet 4.5,531
2026-06-20,Sonnet 4.6,120289
2026-06-20,Sonnet 5,3
2026-06-20,Unnamed,21260
2026-06-21,Fable 5,2921
2026-06-21,Haiku 4.5,3944
2026-06-21,Opus 4.5,558
2026-06-21,Opus 4.6,8132
2026-06-21,Opus 4.7,22150
2026-06-21,Opus 4.8,378331
2026-06-21,Opus 5,14
2026-06-21,Sonnet 4.5,474
2026-06-21,Sonnet 4.6,124834
2026-06-21,Sonnet 5,11
2026-06-21,Unnamed,23005
2026-06-22,Fable 5,3541
2026-06-22,Haiku 4.5,4722
2026-06-22,Opus 4.5,629
2026-06-22,Opus 4.6,11580
2026-06-22,Opus 4.7,27747
2026-06-22,Opus 4.8,420592
2026-06-22,Opus 5,45
2026-06-22,Sonnet 4.5,835
2026-06-22,Sonnet 4.6,140905
2026-06-22,Sonnet 5,8
2026-06-22,Unnamed,25319
2026-06-23,Fable 5,2930
2026-06-23,Haiku 4.5,5166
2026-06-23,Opus 4.5,519
2026-06-23,Opus 4.6,11484
2026-06-23,Opus 4.7,27345
2026-06-23,Opus 4.8,404733
2026-06-23,Opus 5,5
2026-06-23,Sonnet 4.5,760
2026-06-23,Sonnet 4.6,144701
2026-06-23,Sonnet 5,1
2026-06-23,Unnamed,25092
2026-06-24,Fable 5,2650
2026-06-24,Haiku 4.5,4693
2026-06-24,Opus 4.5,380
2026-06-24,Opus 4.6,11905
2026-06-24,Opus 4.7,19632
2026-06-24,Opus 4.8,403380
2026-06-24,Opus 5,17
2026-06-24,Sonnet 4.5,890
2026-06-24,Sonnet 4.6,150259
2026-06-24,Sonnet 5,3
2026-06-24,Unnamed,24051
2026-06-25,Fable 5,2535
2026-06-25,Haiku 4.5,4703
2026-06-25,Opus 4.5,263
2026-06-25,Opus 4.6,11257
2026-06-25,Opus 4.7,19007
2026-06-25,Opus 4.8,394007
2026-06-25,Opus 5,21
2026-06-25,Sonnet 4.5,741
2026-06-25,Sonnet 4.6,144488
2026-06-25,Sonnet 5,2
2026-06-25,Unnamed,22733
2026-06-26,Fable 5,2082
2026-06-26,Haiku 4.5,4819
2026-06-26,Opus 4.5,272
2026-06-26,Opus 4.6,11431
2026-06-26,Opus 4.7,16380
2026-06-26,Opus 4.8,372293
2026-06-26,Opus 5,12
2026-06-26,Sonnet 4.5,715
2026-06-26,Sonnet 4.6,139719
2026-06-26,Sonnet 5,7
2026-06-26,Unnamed,22213
2026-06-27,Fable 5,1684
2026-06-27,Haiku 4.5,4020
2026-06-27,Opus 4.5,386
2026-06-27,Opus 4.6,8856
2026-06-27,Opus 4.7,12469
2026-06-27,Opus 4.8,319469
2026-06-27,Opus 5,7
2026-06-27,Sonnet 4.5,458
2026-06-27,Sonnet 4.6,118046
2026-06-27,Sonnet 5,26
2026-06-27,Unnamed,20145
2026-06-28,Fable 5,1551
2026-06-28,Haiku 4.5,3997
2026-06-28,Opus 4.5,535
2026-06-28,Opus 4.6,8854
2026-06-28,Opus 4.7,12620
2026-06-28,Opus 4.8,328792
2026-06-28,Opus 5,14
2026-06-28,Sonnet 4.5,374
2026-06-28,Sonnet 4.6,122271
2026-06-28,Sonnet 5,3
2026-06-28,Unnamed,20903
2026-06-29,Fable 5,1508
2026-06-29,Haiku 4.5,5070
2026-06-29,Opus 4.5,563
2026-06-29,Opus 4.6,10809
2026-06-29,Opus 4.7,15684
2026-06-29,Opus 4.8,382160
2026-06-29,Opus 5,8
2026-06-29,Sonnet 4.5,696
2026-06-29,Sonnet 4.6,143318
2026-06-29,Sonnet 5,6
2026-06-29,Unnamed,24481
2026-06-30,Fable 5,1932
2026-06-30,Haiku 4.5,4316
2026-06-30,Opus 4.5,409
2026-06-30,Opus 4.6,11738
2026-06-30,Opus 4.7,16373
2026-06-30,Opus 4.8,379433
2026-06-30,Opus 5,13
2026-06-30,Sonnet 4.5,599
2026-06-30,Sonnet 4.6,139514
2026-06-30,Sonnet 5,3961
2026-06-30,Unnamed,25419
2026-07-01,Fable 5,26280
2026-07-01,Haiku 4.5,4046
2026-07-01,Opus 4.5,363
2026-07-01,Opus 4.6,10152
2026-07-01,Opus 4.7,15293
2026-07-01,Opus 4.8,369090
2026-07-01,Opus 5,161
2026-07-01,Sonnet 4.5,778
2026-07-01,Sonnet 4.6,100398
2026-07-01,Sonnet 5,40349
2026-07-01,Unnamed,28165
2026-07-02,Fable 5,242362
2026-07-02,Haiku 4.5,4076
2026-07-02,Opus 4.5,428
2026-07-02,Opus 4.6,9186
2026-07-02,Opus 4.7,14177
2026-07-02,Opus 4.8,305829
2026-07-02,Opus 5,139
2026-07-02,Sonnet 4.5,606
2026-07-02,Sonnet 4.6,73230
2026-07-02,Sonnet 5,50931
2026-07-02,Unnamed,29949
2026-07-03,Fable 5,249695
2026-07-03,Haiku 4.5,3978
2026-07-03,Opus 4.5,366
2026-07-03,Opus 4.6,8236
2026-07-03,Opus 4.7,12786
2026-07-03,Opus 4.8,278098
2026-07-03,Opus 5,106
2026-07-03,Sonnet 4.5,472
2026-07-03,Sonnet 4.6,57114
2026-07-03,Sonnet 5,58915
2026-07-03,Unnamed,28689
2026-07-04,Fable 5,219922
2026-07-04,Haiku 4.5,3306
2026-07-04,Opus 4.5,328
2026-07-04,Opus 4.6,5786
2026-07-04,Opus 4.7,9368
2026-07-04,Opus 4.8,243917
2026-07-04,Opus 5,100
2026-07-04,Sonnet 4.5,443
2026-07-04,Sonnet 4.6,42434
2026-07-04,Sonnet 5,56813
2026-07-04,Unnamed,25278
2026-07-05,Fable 5,211710
2026-07-05,Haiku 4.5,4016
2026-07-05,Opus 4.5,350
2026-07-05,Opus 4.6,6563
2026-07-05,Opus 4.7,8926
2026-07-05,Opus 4.8,236170
2026-07-05,Opus 5,122
2026-07-05,Sonnet 4.5,334
2026-07-05,Sonnet 4.6,37256
2026-07-05,Sonnet 5,57202
2026-07-05,Unnamed,24890
2026-07-06,Fable 5,235809
2026-07-06,Haiku 4.5,4273
2026-07-06,Opus 4.5,440
2026-07-06,Opus 4.6,7799
2026-07-06,Opus 4.7,11170
2026-07-06,Opus 4.8,279884
2026-07-06,Opus 5,135
2026-07-06,Sonnet 4.5,705
2026-07-06,Sonnet 4.6,46009
2026-07-06,Sonnet 5,64323
2026-07-06,Unnamed,28664
2026-07-07,Fable 5,238931
2026-07-07,Haiku 4.5,4269
2026-07-07,Opus 4.5,419
2026-07-07,Opus 4.6,8591
2026-07-07,Opus 4.7,11145
2026-07-07,Opus 4.8,286004
2026-07-07,Opus 5,162
2026-07-07,Sonnet 4.5,653
2026-07-07,Sonnet 4.6,44402
2026-07-07,Sonnet 5,67427
2026-07-07,Unnamed,28350
2026-07-08,Fable 5,196315
2026-07-08,Haiku 4.5,4088
2026-07-08,Opus 4.5,354
2026-07-08,Opus 4.6,7919
2026-07-08,Opus 4.7,11086
2026-07-08,Opus 4.8,288468
2026-07-08,Opus 5,162
2026-07-08,Sonnet 4.5,881
2026-07-08,Sonnet 4.6,41173
2026-07-08,Sonnet 5,72741
2026-07-08,Unnamed,26422
2026-07-09,Fable 5,194165
2026-07-09,Haiku 4.5,4201
2026-07-09,Opus 4.5,437
2026-07-09,Opus 4.6,7480
2026-07-09,Opus 4.7,10033
2026-07-09,Opus 4.8,288125
2026-07-09,Opus 5,228
2026-07-09,Sonnet 4.5,853
2026-07-09,Sonnet 4.6,37584
2026-07-09,Sonnet 5,74595
2026-07-09,Unnamed,27280
2026-07-10,Fable 5,252169
2026-07-10,Haiku 4.5,4795
2026-07-10,Opus 4.5,281
2026-07-10,Opus 4.6,7624
2026-07-10,Opus 4.7,9371
2026-07-10,Opus 4.8,286229
2026-07-10,Opus 5,204
2026-07-10,Sonnet 4.5,646
2026-07-10,Sonnet 4.6,33824
2026-07-10,Sonnet 5,76403
2026-07-10,Unnamed,28638
2026-07-11,Fable 5,234517
